scan_index,split,laz_relative_path_original,laz_relative_path_normalized,acquisition_folder,laz_filename
1227,train,\ACQ_272_Lille_Douai\Nuage\ACQ_272_Lille_Douai_F_32+700_32+750.laz,ACQ_272_Lille_Douai/Nuage/ACQ_272_Lille_Douai_F_32+700_32+750.laz,ACQ_272_Lille_Douai,ACQ_272_Lille_Douai_F_32+700_32+750.laz
1228,train,\ACQ_272_Lille_Douai\Nuage\ACQ_272_Lille_Douai_F_32+750_32+800.laz,ACQ_272_Lille_Douai/Nuage/ACQ_272_Lille_Douai_F_32+750_32+800.laz,ACQ_272_Lille_Douai,ACQ_272_Lille_Douai_F_32+750_32+800.laz
1229,train,\ACQ_272_Lille_Douai\Nuage\ACQ_272_Lille_Douai_F_32+800_32+850.laz,ACQ_272_Lille_Douai/Nuage/ACQ_272_Lille_Douai_F_32+800_32+850.laz,ACQ_272_Lille_Douai,ACQ_272_Lille_Douai_F_32+800_32+850.laz
1230,valid,\ACQ_272_Lille_Douai\Nuage\ACQ_272_Lille_Douai_F_32+850_32+900.laz,ACQ_272_Lille_Douai/Nuage/ACQ_272_Lille_Douai_F_32+850_32+900.laz,ACQ_272_Lille_Douai,ACQ_272_Lille_Douai_F_32+850_32+900.laz
1231,train,\ACQ_272_Lille_Douai\Nuage\ACQ_272_Lille_Douai_F_32+900_32+950.laz,ACQ_272_Lille_Douai/Nuage/ACQ_272_Lille_Douai_F_32+900_32+950.laz,ACQ_272_Lille_Douai,ACQ_272_Lille_Douai_F_32+900_32+950.laz
1232,train,\ACQ_272_Lille_Douai\Nuage\ACQ_272_Lille_Douai_F_32+950_33+000.laz,ACQ_272_Lille_Douai/Nuage/ACQ_272_Lille_Douai_F_32+950_33+000.laz,ACQ_272_Lille_Douai,ACQ_272_Lille_Douai_F_32+950_33+000.laz
1233,valid,\ACQ_272_Lille_Douai\Nuage\ACQ_272_Lille_Douai_F_33+000_33+050.laz,ACQ_272_Lille_Douai/Nuage/ACQ_272_Lille_Douai_F_33+000_33+050.laz,ACQ_272_Lille_Douai,ACQ_272_Lille_Douai_F_33+000_33+050.laz
1234,train,\ACQ_272_Lille_Douai\Nuage\ACQ_272_Lille_Douai_F_33+050_33+100.laz,ACQ_272_Lille_Douai/Nuage/ACQ_272_Lille_Douai_F_33+050_33+100.laz,ACQ_272_Lille_Douai,ACQ_272_Lille_Douai_F_33+050_33+100.laz
1235,test,\ACQ_272_Lille_Douai\Nuage\ACQ_272_Lille_Douai_F_33+100_33+150.laz,ACQ_272_Lille_Douai/Nuage/ACQ_272_Lille_Douai_F_33+100_33+150.laz,ACQ_272_Lille_Douai,ACQ_272_Lille_Douai_F_33+100_33+150.laz
1236,train,\ACQ_272_Lille_Douai\Nuage\ACQ_272_Lille_Douai_F_33+150_33+200.laz,ACQ_272_Lille_Douai/Nuage/ACQ_272_Lille_Douai_F_33+150_33+200.laz,ACQ_272_Lille_Douai,ACQ_272_Lille_Douai_F_33+150_33+200.laz
1237,train,\ACQ_272_Lille_Douai\Nuage\ACQ_272_Lille_Douai_F_33+200_33+250.laz,ACQ_272_Lille_Douai/Nuage/ACQ_272_Lille_Douai_F_33+200_33+250.laz,ACQ_272_Lille_Douai,ACQ_272_Lille_Douai_F_33+200_33+250.laz
1238,valid,\ACQ_272_Lille_Douai\Nuage\ACQ_272_Lille_Douai_F_33+250_33+300.laz,ACQ_272_Lille_Douai/Nuage/ACQ_272_Lille_Douai_F_33+250_33+300.laz,ACQ_272_Lille_Douai,ACQ_272_Lille_Douai_F_33+250_33+300.laz
1239,train,\ACQ_272_Lille_Douai\Nuage\ACQ_272_Lille_Douai_F_33+300_33+350.laz,ACQ_272_Lille_Douai/Nuage/ACQ_272_Lille_Douai_F_33+300_33+350.laz,ACQ_272_Lille_Douai,ACQ_272_Lille_Douai_F_33+300_33+350.laz
1240,train,\ACQ_272_Lille_Douai\Nuage\ACQ_272_Lille_Douai_F_33+350_33+400.laz,ACQ_272_Lille_Douai/Nuage/ACQ_272_Lille_Douai_F_33+350_33+400.laz,ACQ_272_Lille_Douai,ACQ_272_Lille_Douai_F_33+350_33+400.laz
1241,train,\ACQ_272_Lille_Douai\Nuage\ACQ_272_Lille_Douai_F_33+400_33+450.laz,ACQ_272_Lille_Douai/Nuage/ACQ_272_Lille_Douai_F_33+400_33+450.laz,ACQ_272_Lille_Douai,ACQ_272_Lille_Douai_F_33+400_33+450.laz
1242,train,\ACQ_272_Lille_Douai\Nuage\ACQ_272_Lille_Douai_F_33+450_33+500.laz,ACQ_272_Lille_Douai/Nuage/ACQ_272_Lille_Douai_F_33+450_33+500.laz,ACQ_272_Lille_Douai,ACQ_272_Lille_Douai_F_33+450_33+500.laz
1243,train,\ACQ_272_Lille_Douai\Nuage\ACQ_272_Lille_Douai_F_33+500_33+550.laz,ACQ_272_Lille_Douai/Nuage/ACQ_272_Lille_Douai_F_33+500_33+550.laz,ACQ_272_Lille_Douai,ACQ_272_Lille_Douai_F_33+500_33+550.laz
1244,train,\ACQ_272_Lille_Douai\Nuage\ACQ_272_Lille_Douai_F_33+550_33+600.laz,ACQ_272_Lille_Douai/Nuage/ACQ_272_Lille_Douai_F_33+550_33+600.laz,ACQ_272_Lille_Douai,ACQ_272_Lille_Douai_F_33+550_33+600.laz
1245,train,\ACQ_272_Lille_Douai\Nuage\ACQ_272_Lille_Douai_F_33+600_33+650.laz,ACQ_272_Lille_Douai/Nuage/ACQ_272_Lille_Douai_F_33+600_33+650.laz,ACQ_272_Lille_Douai,ACQ_272_Lille_Douai_F_33+600_33+650.laz
1246,train,\ACQ_272_Lille_Douai\Nuage\ACQ_272_Lille_Douai_F_33+650_33+700.laz,ACQ_272_Lille_Douai/Nuage/ACQ_272_Lille_Douai_F_33+650_33+700.laz,ACQ_272_Lille_Douai,ACQ_272_Lille_Douai_F_33+650_33+700.laz
1247,train,\ACQ_272_Lille_Douai\Nuage\ACQ_272_Lille_Douai_F_33+700_33+750.laz,ACQ_272_Lille_Douai/Nuage/ACQ_272_Lille_Douai_F_33+700_33+750.laz,ACQ_272_Lille_Douai,ACQ_272_Lille_Douai_F_33+700_33+750.laz
1248,train,\ACQ_272_Lille_Douai\Nuage\ACQ_272_Lille_Douai_F_33+750_33+800.laz,ACQ_272_Lille_Douai/Nuage/ACQ_272_Lille_Douai_F_33+750_33+800.laz,ACQ_272_Lille_Douai,ACQ_272_Lille_Douai_F_33+750_33+800.laz
1249,train,\ACQ_272_Lille_Douai\Nuage\ACQ_272_Lille_Douai_F_33+800_33+850.laz,ACQ_272_Lille_Douai/Nuage/ACQ_272_Lille_Douai_F_33+800_33+850.laz,ACQ_272_Lille_Douai,ACQ_272_Lille_Douai_F_33+800_33+850.laz
1250,train,\ACQ_272_Lille_Douai\Nuage\ACQ_272_Lille_Douai_F_33+850_33+900.laz,ACQ_272_Lille_Douai/Nuage/ACQ_272_Lille_Douai_F_33+850_33+900.laz,ACQ_272_Lille_Douai,ACQ_272_Lille_Douai_F_33+850_33+900.laz
1251,train,\ACQ_272_Lille_Douai\Nuage\ACQ_272_Lille_Douai_F_33+900_33+950.laz,ACQ_272_Lille_Douai/Nuage/ACQ_272_Lille_Douai_F_33+900_33+950.laz,ACQ_272_Lille_Douai,ACQ_272_Lille_Douai_F_33+900_33+950.laz
1252,valid,\ACQ_272_Lille_Douai\Nuage\ACQ_272_Lille_Douai_F_33+950_34+000.laz,ACQ_272_Lille_Douai/Nuage/ACQ_272_Lille_Douai_F_33+950_34+000.laz,ACQ_272_Lille_Douai,ACQ_272_Lille_Douai_F_33+950_34+000.laz
1253,valid,\ACQ_272_Lille_Douai\Nuage\ACQ_272_Lille_Douai_F_34+000_34+050.laz,ACQ_272_Lille_Douai/Nuage/ACQ_272_Lille_Douai_F_34+000_34+050.laz,ACQ_272_Lille_Douai,ACQ_272_Lille_Douai_F_34+000_34+050.laz
1254,train,\ACQ_272_Lille_Douai\Nuage\ACQ_272_Lille_Douai_F_34+050_34+100.laz,ACQ_272_Lille_Douai/Nuage/ACQ_272_Lille_Douai_F_34+050_34+100.laz,ACQ_272_Lille_Douai,ACQ_272_Lille_Douai_F_34+050_34+100.laz
1255,train,\ACQ_272_Lille_Douai\Nuage\ACQ_272_Lille_Douai_F_34+100_34+150.laz,ACQ_272_Lille_Douai/Nuage/ACQ_272_Lille_Douai_F_34+100_34+150.laz,ACQ_272_Lille_Douai,ACQ_272_Lille_Douai_F_34+100_34+150.laz
1256,test,\ACQ_272_Lille_Douai\Nuage\ACQ_272_Lille_Douai_F_34+150_34+200.laz,ACQ_272_Lille_Douai/Nuage/ACQ_272_Lille_Douai_F_34+150_34+200.laz,ACQ_272_Lille_Douai,ACQ_272_Lille_Douai_F_34+150_34+200.laz
1257,train,\ACQ_272_Lille_Douai\Nuage\ACQ_272_Lille_Douai_F_34+200_34+250.laz,ACQ_272_Lille_Douai/Nuage/ACQ_272_Lille_Douai_F_34+200_34+250.laz,ACQ_272_Lille_Douai,ACQ_272_Lille_Douai_F_34+200_34+250.laz
1258,train,\ACQ_272_Lille_Douai\Nuage\ACQ_272_Lille_Douai_F_34+250_34+300.laz,ACQ_272_Lille_Douai/Nuage/ACQ_272_Lille_Douai_F_34+250_34+300.laz,ACQ_272_Lille_Douai,ACQ_272_Lille_Douai_F_34+250_34+300.laz
1259,train,\ACQ_272_Lille_Douai\Nuage\ACQ_272_Lille_Douai_F_34+300_34+350.laz,ACQ_272_Lille_Douai/Nuage/ACQ_272_Lille_Douai_F_34+300_34+350.laz,ACQ_272_Lille_Douai,ACQ_272_Lille_Douai_F_34+300_34+350.laz
1260,train,\ACQ_272_Lille_Douai\Nuage\ACQ_272_Lille_Douai_F_34+350_34+400.laz,ACQ_272_Lille_Douai/Nuage/ACQ_272_Lille_Douai_F_34+350_34+400.laz,ACQ_272_Lille_Douai,ACQ_272_Lille_Douai_F_34+350_34+400.laz
1261,train,\ACQ_272_Lille_Douai\Nuage\ACQ_272_Lille_Douai_F_34+400_34+450.laz,ACQ_272_Lille_Douai/Nuage/ACQ_272_Lille_Douai_F_34+400_34+450.laz,ACQ_272_Lille_Douai,ACQ_272_Lille_Douai_F_34+400_34+450.laz
1262,train,\ACQ_272_Lille_Douai\Nuage\ACQ_272_Lille_Douai_F_34+450_34+500.laz,ACQ_272_Lille_Douai/Nuage/ACQ_272_Lille_Douai_F_34+450_34+500.laz,ACQ_272_Lille_Douai,ACQ_272_Lille_Douai_F_34+450_34+500.laz
1263,train,\ACQ_272_Lille_Douai\Nuage\ACQ_272_Lille_Douai_F_34+500_34+550.laz,ACQ_272_Lille_Douai/Nuage/ACQ_272_Lille_Douai_F_34+500_34+550.laz,ACQ_272_Lille_Douai,ACQ_272_Lille_Douai_F_34+500_34+550.laz
1264,train,\ACQ_272_Lille_Douai\Nuage\ACQ_272_Lille_Douai_F_34+550_34+600.laz,ACQ_272_Lille_Douai/Nuage/ACQ_272_Lille_Douai_F_34+550_34+600.laz,ACQ_272_Lille_Douai,ACQ_272_Lille_Douai_F_34+550_34+600.laz
1265,test,\ACQ_272_Lille_Douai\Nuage\ACQ_272_Lille_Douai_F_34+600_34+650.laz,ACQ_272_Lille_Douai/Nuage/ACQ_272_Lille_Douai_F_34+600_34+650.laz,ACQ_272_Lille_Douai,ACQ_272_Lille_Douai_F_34+600_34+650.laz
1266,train,\ACQ_272_Lille_Douai\Nuage\ACQ_272_Lille_Douai_F_34+650_34+700.laz,ACQ_272_Lille_Douai/Nuage/ACQ_272_Lille_Douai_F_34+650_34+700.laz,ACQ_272_Lille_Douai,ACQ_272_Lille_Douai_F_34+650_34+700.laz
1267,valid,\ACQ_272_Lille_Douai\Nuage\ACQ_272_Lille_Douai_F_34+700_34+750.laz,ACQ_272_Lille_Douai/Nuage/ACQ_272_Lille_Douai_F_34+700_34+750.laz,ACQ_272_Lille_Douai,ACQ_272_Lille_Douai_F_34+700_34+750.laz
1268,train,\ACQ_272_Lille_Douai\Nuage\ACQ_272_Lille_Douai_F_34+750_34+800.laz,ACQ_272_Lille_Douai/Nuage/ACQ_272_Lille_Douai_F_34+750_34+800.laz,ACQ_272_Lille_Douai,ACQ_272_Lille_Douai_F_34+750_34+800.laz
1269,train,\ACQ_272_Lille_Douai\Nuage\ACQ_272_Lille_Douai_F_34+800_34+850.laz,ACQ_272_Lille_Douai/Nuage/ACQ_272_Lille_Douai_F_34+800_34+850.laz,ACQ_272_Lille_Douai,ACQ_272_Lille_Douai_F_34+800_34+850.laz
1270,valid,\ACQ_272_Lille_Douai\Nuage\ACQ_272_Lille_Douai_F_34+850_34+900.laz,ACQ_272_Lille_Douai/Nuage/ACQ_272_Lille_Douai_F_34+850_34+900.laz,ACQ_272_Lille_Douai,ACQ_272_Lille_Douai_F_34+850_34+900.laz
1271,train,\ACQ_272_Lille_Douai\Nuage\ACQ_272_Lille_Douai_F_34+900_34+950.laz,ACQ_272_Lille_Douai/Nuage/ACQ_272_Lille_Douai_F_34+900_34+950.laz,ACQ_272_Lille_Douai,ACQ_272_Lille_Douai_F_34+900_34+950.laz
1272,train,\ACQ_272_Lille_Douai\Nuage\ACQ_272_Lille_Douai_F_34+950_35+000.laz,ACQ_272_Lille_Douai/Nuage/ACQ_272_Lille_Douai_F_34+950_35+000.laz,ACQ_272_Lille_Douai,ACQ_272_Lille_Douai_F_34+950_35+000.laz
1273,train,\ACQ_272_Lille_Douai\Nuage\ACQ_272_Lille_Douai_F_35+000_35+050.laz,ACQ_272_Lille_Douai/Nuage/ACQ_272_Lille_Douai_F_35+000_35+050.laz,ACQ_272_Lille_Douai,ACQ_272_Lille_Douai_F_35+000_35+050.laz
1274,train,\ACQ_272_Lille_Douai\Nuage\ACQ_272_Lille_Douai_F_35+050_35+100.laz,ACQ_272_Lille_Douai/Nuage/ACQ_272_Lille_Douai_F_35+050_35+100.laz,ACQ_272_Lille_Douai,ACQ_272_Lille_Douai_F_35+050_35+100.laz
1275,train,\ACQ_272_Lille_Douai\Nuage\ACQ_272_Lille_Douai_F_35+100_35+150.laz,ACQ_272_Lille_Douai/Nuage/ACQ_272_Lille_Douai_F_35+100_35+150.laz,ACQ_272_Lille_Douai,ACQ_272_Lille_Douai_F_35+100_35+150.laz
1276,valid,\ACQ_272_Lille_Douai\Nuage\ACQ_272_Lille_Douai_F_35+150_35+200.laz,ACQ_272_Lille_Douai/Nuage/ACQ_272_Lille_Douai_F_35+150_35+200.laz,ACQ_272_Lille_Douai,ACQ_272_Lille_Douai_F_35+150_35+200.laz
1277,train,\ACQ_272_Lille_Douai\Nuage\ACQ_272_Lille_Douai_F_35+200_35+250.laz,ACQ_272_Lille_Douai/Nuage/ACQ_272_Lille_Douai_F_35+200_35+250.laz,ACQ_272_Lille_Douai,ACQ_272_Lille_Douai_F_35+200_35+250.laz
1278,train,\ACQ_272_Lille_Douai\Nuage\ACQ_272_Lille_Douai_F_35+250_35+300.laz,ACQ_272_Lille_Douai/Nuage/ACQ_272_Lille_Douai_F_35+250_35+300.laz,ACQ_272_Lille_Douai,ACQ_272_Lille_Douai_F_35+250_35+300.laz
1279,train,\ACQ_272_Lille_Douai\Nuage\ACQ_272_Lille_Douai_F_35+300_35+350.laz,ACQ_272_Lille_Douai/Nuage/ACQ_272_Lille_Douai_F_35+300_35+350.laz,ACQ_272_Lille_Douai,ACQ_272_Lille_Douai_F_35+300_35+350.laz
1280,train,\ACQ_272_Lille_Douai\Nuage\ACQ_272_Lille_Douai_F_35+350_35+400.laz,ACQ_272_Lille_Douai/Nuage/ACQ_272_Lille_Douai_F_35+350_35+400.laz,ACQ_272_Lille_Douai,ACQ_272_Lille_Douai_F_35+350_35+400.laz
1281,train,\ACQ_272_Lille_Douai\Nuage\ACQ_272_Lille_Douai_F_35+400_35+450.laz,ACQ_272_Lille_Douai/Nuage/ACQ_272_Lille_Douai_F_35+400_35+450.laz,ACQ_272_Lille_Douai,ACQ_272_Lille_Douai_F_35+400_35+450.laz
1282,test,\ACQ_272_Lille_Douai\Nuage\ACQ_272_Lille_Douai_F_35+450_35+500.laz,ACQ_272_Lille_Douai/Nuage/ACQ_272_Lille_Douai_F_35+450_35+500.laz,ACQ_272_Lille_Douai,ACQ_272_Lille_Douai_F_35+450_35+500.laz
1283,train,\ACQ_272_Lille_Douai\Nuage\ACQ_272_Lille_Douai_F_35+500_35+550.laz,ACQ_272_Lille_Douai/Nuage/ACQ_272_Lille_Douai_F_35+500_35+550.laz,ACQ_272_Lille_Douai,ACQ_272_Lille_Douai_F_35+500_35+550.laz
1284,train,\ACQ_272_Lille_Douai\Nuage\ACQ_272_Lille_Douai_F_35+550_35+600.laz,ACQ_272_Lille_Douai/Nuage/ACQ_272_Lille_Douai_F_35+550_35+600.laz,ACQ_272_Lille_Douai,ACQ_272_Lille_Douai_F_35+550_35+600.laz
1285,train,\ACQ_272_Lille_Douai\Nuage\ACQ_272_Lille_Douai_F_35+600_35+650.laz,ACQ_272_Lille_Douai/Nuage/ACQ_272_Lille_Douai_F_35+600_35+650.laz,ACQ_272_Lille_Douai,ACQ_272_Lille_Douai_F_35+600_35+650.laz
1286,train,\ACQ_272_Lille_Douai\Nuage\ACQ_272_Lille_Douai_F_35+650_35+700.laz,ACQ_272_Lille_Douai/Nuage/ACQ_272_Lille_Douai_F_35+650_35+700.laz,ACQ_272_Lille_Douai,ACQ_272_Lille_Douai_F_35+650_35+700.laz
1287,valid,\ACQ_272_Lille_Douai\Nuage\ACQ_272_Lille_Douai_F_35+700_35+750.laz,ACQ_272_Lille_Douai/Nuage/ACQ_272_Lille_Douai_F_35+700_35+750.laz,ACQ_272_Lille_Douai,ACQ_272_Lille_Douai_F_35+700_35+750.laz
1288,valid,\ACQ_272_Lille_Douai\Nuage\ACQ_272_Lille_Douai_F_35+750_35+800.laz,ACQ_272_Lille_Douai/Nuage/ACQ_272_Lille_Douai_F_35+750_35+800.laz,ACQ_272_Lille_Douai,ACQ_272_Lille_Douai_F_35+750_35+800.laz
1289,train,\ACQ_272_Lille_Douai\Nuage\ACQ_272_Lille_Douai_F_35+800_35+850.laz,ACQ_272_Lille_Douai/Nuage/ACQ_272_Lille_Douai_F_35+800_35+850.laz,ACQ_272_Lille_Douai,ACQ_272_Lille_Douai_F_35+800_35+850.laz
1290,train,\ACQ_272_Lille_Douai\Nuage\ACQ_272_Lille_Douai_F_35+850_35+900.laz,ACQ_272_Lille_Douai/Nuage/ACQ_272_Lille_Douai_F_35+850_35+900.laz,ACQ_272_Lille_Douai,ACQ_272_Lille_Douai_F_35+850_35+900.laz
1291,train,\ACQ_272_Lille_Douai\Nuage\ACQ_272_Lille_Douai_F_35+900_35+950.laz,ACQ_272_Lille_Douai/Nuage/ACQ_272_Lille_Douai_F_35+900_35+950.laz,ACQ_272_Lille_Douai,ACQ_272_Lille_Douai_F_35+900_35+950.laz
1292,train,\ACQ_272_Lille_Douai\Nuage\ACQ_272_Lille_Douai_F_35+950_36+000.laz,ACQ_272_Lille_Douai/Nuage/ACQ_272_Lille_Douai_F_35+950_36+000.laz,ACQ_272_Lille_Douai,ACQ_272_Lille_Douai_F_35+950_36+000.laz
1293,train,\ACQ_272_Lille_Douai\Nuage\ACQ_272_Lille_Douai_F_36+000_36+050.laz,ACQ_272_Lille_Douai/Nuage/ACQ_272_Lille_Douai_F_36+000_36+050.laz,ACQ_272_Lille_Douai,ACQ_272_Lille_Douai_F_36+000_36+050.laz
1294,train,\ACQ_272_Lille_Douai\Nuage\ACQ_272_Lille_Douai_F_36+050_36+100.laz,ACQ_272_Lille_Douai/Nuage/ACQ_272_Lille_Douai_F_36+050_36+100.laz,ACQ_272_Lille_Douai,ACQ_272_Lille_Douai_F_36+050_36+100.laz
1295,train,\ACQ_272_Lille_Douai\Nuage\ACQ_272_Lille_Douai_F_36+100_36+150.laz,ACQ_272_Lille_Douai/Nuage/ACQ_272_Lille_Douai_F_36+100_36+150.laz,ACQ_272_Lille_Douai,ACQ_272_Lille_Douai_F_36+100_36+150.laz
1296,train,\ACQ_272_Lille_Douai\Nuage\ACQ_272_Lille_Douai_F_36+150_36+200.laz,ACQ_272_Lille_Douai/Nuage/ACQ_272_Lille_Douai_F_36+150_36+200.laz,ACQ_272_Lille_Douai,ACQ_272_Lille_Douai_F_36+150_36+200.laz
1297,train,\ACQ_272_Lille_Douai\Nuage\ACQ_272_Lille_Douai_F_36+200_36+250.laz,ACQ_272_Lille_Douai/Nuage/ACQ_272_Lille_Douai_F_36+200_36+250.laz,ACQ_272_Lille_Douai,ACQ_272_Lille_Douai_F_36+200_36+250.laz
1298,train,\ACQ_272_Lille_Douai\Nuage\ACQ_272_Lille_Douai_F_36+250_36+300.laz,ACQ_272_Lille_Douai/Nuage/ACQ_272_Lille_Douai_F_36+250_36+300.laz,ACQ_272_Lille_Douai,ACQ_272_Lille_Douai_F_36+250_36+300.laz
1299,train,\ACQ_272_Lille_Douai\Nuage\ACQ_272_Lille_Douai_F_36+300_36+350.laz,ACQ_272_Lille_Douai/Nuage/ACQ_272_Lille_Douai_F_36+300_36+350.laz,ACQ_272_Lille_Douai,ACQ_272_Lille_Douai_F_36+300_36+350.laz
1300,train,\ACQ_272_Lille_Douai\Nuage\ACQ_272_Lille_Douai_F_36+350_36+400.laz,ACQ_272_Lille_Douai/Nuage/ACQ_272_Lille_Douai_F_36+350_36+400.laz,ACQ_272_Lille_Douai,ACQ_272_Lille_Douai_F_36+350_36+400.laz
1301,train,\ACQ_272_Lille_Douai\Nuage\ACQ_272_Lille_Douai_F_36+400_36+450.laz,ACQ_272_Lille_Douai/Nuage/ACQ_272_Lille_Douai_F_36+400_36+450.laz,ACQ_272_Lille_Douai,ACQ_272_Lille_Douai_F_36+400_36+450.laz
1302,train,\ACQ_272_Lille_Douai\Nuage\ACQ_272_Lille_Douai_F_36+450_36+500.laz,ACQ_272_Lille_Douai/Nuage/ACQ_272_Lille_Douai_F_36+450_36+500.laz,ACQ_272_Lille_Douai,ACQ_272_Lille_Douai_F_36+450_36+500.laz
1303,valid,\ACQ_272_Lille_Douai\Nuage\ACQ_272_Lille_Douai_F_36+500_36+550.laz,ACQ_272_Lille_Douai/Nuage/ACQ_272_Lille_Douai_F_36+500_36+550.laz,ACQ_272_Lille_Douai,ACQ_272_Lille_Douai_F_36+500_36+550.laz
1304,train,\ACQ_272_Lille_Douai\Nuage\ACQ_272_Lille_Douai_F_36+550_36+600.laz,ACQ_272_Lille_Douai/Nuage/ACQ_272_Lille_Douai_F_36+550_36+600.laz,ACQ_272_Lille_Douai,ACQ_272_Lille_Douai_F_36+550_36+600.laz
1305,train,\ACQ_272_Lille_Douai\Nuage\ACQ_272_Lille_Douai_F_36+600_36+650.laz,ACQ_272_Lille_Douai/Nuage/ACQ_272_Lille_Douai_F_36+600_36+650.laz,ACQ_272_Lille_Douai,ACQ_272_Lille_Douai_F_36+600_36+650.laz
1306,train,\ACQ_272_Lille_Douai\Nuage\ACQ_272_Lille_Douai_F_36+650_36+700.laz,ACQ_272_Lille_Douai/Nuage/ACQ_272_Lille_Douai_F_36+650_36+700.laz,ACQ_272_Lille_Douai,ACQ_272_Lille_Douai_F_36+650_36+700.laz
1307,valid,\ACQ_272_Lille_Douai\Nuage\ACQ_272_Lille_Douai_F_36+700_36+750.laz,ACQ_272_Lille_Douai/Nuage/ACQ_272_Lille_Douai_F_36+700_36+750.laz,ACQ_272_Lille_Douai,ACQ_272_Lille_Douai_F_36+700_36+750.laz
1308,train,\ACQ_272_Lille_Douai\Nuage\ACQ_272_Lille_Douai_F_36+750_36+800.laz,ACQ_272_Lille_Douai/Nuage/ACQ_272_Lille_Douai_F_36+750_36+800.laz,ACQ_272_Lille_Douai,ACQ_272_Lille_Douai_F_36+750_36+800.laz
1309,train,\ACQ_272_Lille_Douai\Nuage\ACQ_272_Lille_Douai_F_36+800_36+850.laz,ACQ_272_Lille_Douai/Nuage/ACQ_272_Lille_Douai_F_36+800_36+850.laz,ACQ_272_Lille_Douai,ACQ_272_Lille_Douai_F_36+800_36+850.laz
1310,train,\ACQ_272_Lille_Douai\Nuage\ACQ_272_Lille_Douai_F_36+850_36+900.laz,ACQ_272_Lille_Douai/Nuage/ACQ_272_Lille_Douai_F_36+850_36+900.laz,ACQ_272_Lille_Douai,ACQ_272_Lille_Douai_F_36+850_36+900.laz
1311,train,\ACQ_272_Lille_Douai\Nuage\ACQ_272_Lille_Douai_F_36+900_36+950.laz,ACQ_272_Lille_Douai/Nuage/ACQ_272_Lille_Douai_F_36+900_36+950.laz,ACQ_272_Lille_Douai,ACQ_272_Lille_Douai_F_36+900_36+950.laz
1312,train,\ACQ_272_Lille_Douai\Nuage\ACQ_272_Lille_Douai_F_36+950_37+000.laz,ACQ_272_Lille_Douai/Nuage/ACQ_272_Lille_Douai_F_36+950_37+000.laz,ACQ_272_Lille_Douai,ACQ_272_Lille_Douai_F_36+950_37+000.laz
1313,train,\ACQ_272_Lille_Douai\Nuage\ACQ_272_Lille_Douai_F_37+000_37+050.laz,ACQ_272_Lille_Douai/Nuage/ACQ_272_Lille_Douai_F_37+000_37+050.laz,ACQ_272_Lille_Douai,ACQ_272_Lille_Douai_F_37+000_37+050.laz
1314,train,\ACQ_272_Lille_Douai\Nuage\ACQ_272_Lille_Douai_F_37+050_37+100.laz,ACQ_272_Lille_Douai/Nuage/ACQ_272_Lille_Douai_F_37+050_37+100.laz,ACQ_272_Lille_Douai,ACQ_272_Lille_Douai_F_37+050_37+100.laz
1315,train,\ACQ_272_Lille_Douai\Nuage\ACQ_272_Lille_Douai_F_37+100_37+150.laz,ACQ_272_Lille_Douai/Nuage/ACQ_272_Lille_Douai_F_37+100_37+150.laz,ACQ_272_Lille_Douai,ACQ_272_Lille_Douai_F_37+100_37+150.laz
1316,train,\ACQ_272_Lille_Douai\Nuage\ACQ_272_Lille_Douai_F_37+150_37+200.laz,ACQ_272_Lille_Douai/Nuage/ACQ_272_Lille_Douai_F_37+150_37+200.laz,ACQ_272_Lille_Douai,ACQ_272_Lille_Douai_F_37+150_37+200.laz
1317,train,\ACQ_272_Lille_Douai\Nuage\ACQ_272_Lille_Douai_F_37+200_37+250.laz,ACQ_272_Lille_Douai/Nuage/ACQ_272_Lille_Douai_F_37+200_37+250.laz,ACQ_272_Lille_Douai,ACQ_272_Lille_Douai_F_37+200_37+250.laz
1318,train,\ACQ_272_Lille_Douai\Nuage\ACQ_272_Lille_Douai_F_37+250_37+300.laz,ACQ_272_Lille_Douai/Nuage/ACQ_272_Lille_Douai_F_37+250_37+300.laz,ACQ_272_Lille_Douai,ACQ_272_Lille_Douai_F_37+250_37+300.laz
1319,train,\ACQ_272_Lille_Douai\Nuage\ACQ_272_Lille_Douai_F_37+300_37+350.laz,ACQ_272_Lille_Douai/Nuage/ACQ_272_Lille_Douai_F_37+300_37+350.laz,ACQ_272_Lille_Douai,ACQ_272_Lille_Douai_F_37+300_37+350.laz
1320,train,\ACQ_272_Lille_Douai\Nuage\ACQ_272_Lille_Douai_F_37+350_37+400.laz,ACQ_272_Lille_Douai/Nuage/ACQ_272_Lille_Douai_F_37+350_37+400.laz,ACQ_272_Lille_Douai,ACQ_272_Lille_Douai_F_37+350_37+400.laz
1321,train,\ACQ_272_Lille_Douai\Nuage\ACQ_272_Lille_Douai_F_37+400_37+450.laz,ACQ_272_Lille_Douai/Nuage/ACQ_272_Lille_Douai_F_37+400_37+450.laz,ACQ_272_Lille_Douai,ACQ_272_Lille_Douai_F_37+400_37+450.laz
1322,train,\ACQ_272_Lille_Douai\Nuage\ACQ_272_Lille_Douai_F_37+450_37+500.laz,ACQ_272_Lille_Douai/Nuage/ACQ_272_Lille_Douai_F_37+450_37+500.laz,ACQ_272_Lille_Douai,ACQ_272_Lille_Douai_F_37+450_37+500.laz
