scan_index,split,acquisition_folder,laz_relative_path,info_relative_path,laz_filename,info_filename,size_bytes,point_count,las_version,point_data_format,x_min,y_min,z_min,x_max,y_max,z_max,gps_time_min,gps_time_max,classification_histogram
947,test,ACQ_272_Lille_Douai,data/ACQ_272_Lille_Douai/cloud/ACQ_272_Lille_Douai_F_2+700_2+750.laz,data/ACQ_272_Lille_Douai/info/ACQ_272_Lille_Douai_F_2+700_2+750_info.txt,ACQ_272_Lille_Douai_F_2+700_2+750.laz,ACQ_272_Lille_Douai_F_2+700_2+750_info.txt,8134159,1370418,1.2,3,1705832.068,9244744.997,22.034,1705951.422,9244949.422,61.024,21844.616435,21847.089113,"{""0"":{""count"":139122,""label"":""Unclassified""},""1"":{""count"":752492,""label"":""Ground""},""2"":{""count"":394321,""label"":""Vegetation""},""3"":{""count"":12737,""label"":""Building""},""4"":{""count"":10751,""label"":""Catenary pole""},""5"":{""count"":49922,""label"":""Rail""},""7"":{""count"":11073,""label"":""Catenary wire""}}"
948,train,ACQ_272_Lille_Douai,data/ACQ_272_Lille_Douai/cloud/ACQ_272_Lille_Douai_F_2+750_2+800.laz,data/ACQ_272_Lille_Douai/info/ACQ_272_Lille_Douai_F_2+750_2+800_info.txt,ACQ_272_Lille_Douai_F_2+750_2+800.laz,ACQ_272_Lille_Douai_F_2+750_2+800_info.txt,7275690,1279909,1.2,3,1705811.930,9244779.169,21.849,1705970.626,9244999.960,62.478,21847.089119,21849.545470,"{""0"":{""count"":217639,""label"":""Unclassified""},""1"":{""count"":761543,""label"":""Ground""},""2"":{""count"":100703,""label"":""Vegetation""},""3"":{""count"":119306,""label"":""Building""},""4"":{""count"":13684,""label"":""Catenary pole""},""5"":{""count"":47836,""label"":""Rail""},""7"":{""count"":19198,""label"":""Catenary wire""}}"
949,train,ACQ_272_Lille_Douai,data/ACQ_272_Lille_Douai/cloud/ACQ_272_Lille_Douai_F_2+800_2+850.laz,data/ACQ_272_Lille_Douai/info/ACQ_272_Lille_Douai_F_2+800_2+850_info.txt,ACQ_272_Lille_Douai_F_2+800_2+850.laz,ACQ_272_Lille_Douai_F_2+800_2+850_info.txt,7669146,1369830,1.2,3,1705819.964,9244816.788,21.762,1705955.226,9245030.111,64.413,21849.545520,21851.983849,"{""0"":{""count"":302956,""label"":""Unclassified""},""1"":{""count"":756063,""label"":""Ground""},""2"":{""count"":74634,""label"":""Vegetation""},""3"":{""count"":157331,""label"":""Building""},""4"":{""count"":11198,""label"":""Catenary pole""},""5"":{""count"":49870,""label"":""Rail""},""7"":{""count"":17778,""label"":""Catenary wire""}}"
950,train,ACQ_272_Lille_Douai,data/ACQ_272_Lille_Douai/cloud/ACQ_272_Lille_Douai_F_2+850_2+900.laz,data/ACQ_272_Lille_Douai/info/ACQ_272_Lille_Douai_F_2+850_2+900_info.txt,ACQ_272_Lille_Douai_F_2+850_2+900.laz,ACQ_272_Lille_Douai_F_2+850_2+900_info.txt,7992909,1386674,1.2,3,1705825.091,9244921.010,21.785,1705948.267,9245076.615,49.444,21851.983859,21854.405970,"{""0"":{""count"":210249,""label"":""Unclassified""},""1"":{""count"":750300,""label"":""Ground""},""2"":{""count"":204679,""label"":""Vegetation""},""3"":{""count"":141226,""label"":""Building""},""4"":{""count"":10397,""label"":""Catenary pole""},""5"":{""count"":47077,""label"":""Rail""},""7"":{""count"":22746,""label"":""Catenary wire""}}"
951,train,ACQ_272_Lille_Douai,data/ACQ_272_Lille_Douai/cloud/ACQ_272_Lille_Douai_F_2+900_2+950.laz,data/ACQ_272_Lille_Douai/info/ACQ_272_Lille_Douai_F_2+900_2+950_info.txt,ACQ_272_Lille_Douai_F_2+900_2+950.laz,ACQ_272_Lille_Douai_F_2+900_2+950_info.txt,8265425,1345308,1.2,3,1705790.843,9244943.085,21.920,1705950.473,9245101.234,83.365,21854.405978,21856.813254,"{""0"":{""count"":213946,""label"":""Unclassified""},""1"":{""count"":767883,""label"":""Ground""},""2"":{""count"":219079,""label"":""Vegetation""},""3"":{""count"":65900,""label"":""Building""},""4"":{""count"":7909,""label"":""Catenary pole""},""5"":{""count"":48016,""label"":""Rail""},""7"":{""count"":22575,""label"":""Catenary wire""}}"
952,valid,ACQ_272_Lille_Douai,data/ACQ_272_Lille_Douai/cloud/ACQ_272_Lille_Douai_F_2+950_3+000.laz,data/ACQ_272_Lille_Douai/info/ACQ_272_Lille_Douai_F_2+950_3+000_info.txt,ACQ_272_Lille_Douai_F_2+950_3+000.laz,ACQ_272_Lille_Douai_F_2+950_3+000_info.txt,7914495,1314107,1.2,3,1705788.840,9244986.925,22.060,1705936.438,9245171.707,70.311,21856.813258,21859.207761,"{""0"":{""count"":171634,""label"":""Unclassified""},""1"":{""count"":747365,""label"":""Ground""},""2"":{""count"":243838,""label"":""Vegetation""},""3"":{""count"":79008,""label"":""Building""},""4"":{""count"":3078,""label"":""Catenary pole""},""5"":{""count"":47571,""label"":""Rail""},""7"":{""count"":21613,""label"":""Catenary wire""}}"
953,train,ACQ_272_Lille_Douai,data/ACQ_272_Lille_Douai/cloud/ACQ_272_Lille_Douai_F_20+000_20+050.laz,data/ACQ_272_Lille_Douai/info/ACQ_272_Lille_Douai_F_20+000_20+050_info.txt,ACQ_272_Lille_Douai_F_20+000_20+050.laz,ACQ_272_Lille_Douai_F_20+000_20+050_info.txt,7077215,1140324,1.2,3,1702075.494,9259836.394,28.478,1702189.720,9260009.097,41.826,22720.094737,22722.435747,"{""0"":{""count"":96983,""label"":""Unclassified""},""1"":{""count"":693709,""label"":""Ground""},""2"":{""count"":244064,""label"":""Vegetation""},""3"":{""count"":30914,""label"":""Building""},""4"":{""count"":8545,""label"":""Catenary pole""},""5"":{""count"":49158,""label"":""Rail""},""7"":{""count"":16951,""label"":""Catenary wire""}}"
954,train,ACQ_272_Lille_Douai,data/ACQ_272_Lille_Douai/cloud/ACQ_272_Lille_Douai_F_20+050_20+100.laz,data/ACQ_272_Lille_Douai/info/ACQ_272_Lille_Douai_F_20+050_20+100_info.txt,ACQ_272_Lille_Douai_F_20+050_20+100.laz,ACQ_272_Lille_Douai_F_20+050_20+100_info.txt,7165204,1168448,1.2,3,1702057.849,9259866.865,28.476,1702215.488,9260051.148,42.012,22722.435749,22724.783189,"{""0"":{""count"":69849,""label"":""Unclassified""},""1"":{""count"":634284,""label"":""Ground""},""2"":{""count"":381179,""label"":""Vegetation""},""3"":{""count"":7429,""label"":""Building""},""4"":{""count"":7819,""label"":""Catenary pole""},""5"":{""count"":51506,""label"":""Rail""},""7"":{""count"":16382,""label"":""Catenary wire""}}"
955,train,ACQ_272_Lille_Douai,data/ACQ_272_Lille_Douai/cloud/ACQ_272_Lille_Douai_F_20+100_20+150.laz,data/ACQ_272_Lille_Douai/info/ACQ_272_Lille_Douai_F_20+100_20+150_info.txt,ACQ_272_Lille_Douai_F_20+100_20+150.laz,ACQ_272_Lille_Douai_F_20+100_20+150_info.txt,6945239,1139356,1.2,3,1702081.776,9259911.771,28.018,1702232.375,9260084.658,42.420,22724.783196,22727.133842,"{""0"":{""count"":61229,""label"":""Unclassified""},""1"":{""count"":679034,""label"":""Ground""},""2"":{""count"":325122,""label"":""Vegetation""},""4"":{""count"":6819,""label"":""Catenary pole""},""5"":{""count"":51195,""label"":""Rail""},""7"":{""count"":15957,""label"":""Catenary wire""}}"
956,train,ACQ_272_Lille_Douai,data/ACQ_272_Lille_Douai/cloud/ACQ_272_Lille_Douai_F_20+150_20+200.laz,data/ACQ_272_Lille_Douai/info/ACQ_272_Lille_Douai_F_20+150_20+200_info.txt,ACQ_272_Lille_Douai_F_20+150_20+200.laz,ACQ_272_Lille_Douai_F_20+150_20+200_info.txt,6775742,1114950,1.2,3,1702085.664,9259972.124,28.156,1702245.955,9260122.658,42.777,22727.133851,22729.488620,"{""0"":{""count"":55814,""label"":""Unclassified""},""1"":{""count"":727023,""label"":""Ground""},""2"":{""count"":239545,""label"":""Vegetation""},""3"":{""count"":12104,""label"":""Building""},""4"":{""count"":8332,""label"":""Catenary pole""},""5"":{""count"":51490,""label"":""Rail""},""7"":{""count"":20642,""label"":""Catenary wire""}}"
957,train,ACQ_272_Lille_Douai,data/ACQ_272_Lille_Douai/cloud/ACQ_272_Lille_Douai_F_20+200_20+250.laz,data/ACQ_272_Lille_Douai/info/ACQ_272_Lille_Douai_F_20+200_20+250_info.txt,ACQ_272_Lille_Douai_F_20+200_20+250.laz,ACQ_272_Lille_Douai_F_20+200_20+250_info.txt,7157208,1143920,1.2,3,1702097.363,9260010.952,28.011,1702248.044,9260151.843,44.540,22729.488800,22731.846201,"{""0"":{""count"":79135,""label"":""Unclassified""},""1"":{""count"":699756,""label"":""Ground""},""2"":{""count"":285482,""label"":""Vegetation""},""3"":{""count"":2947,""label"":""Building""},""4"":{""count"":1875,""label"":""Catenary pole""},""5"":{""count"":48129,""label"":""Rail""},""7"":{""count"":26596,""label"":""Catenary wire""}}"
958,train,ACQ_272_Lille_Douai,data/ACQ_272_Lille_Douai/cloud/ACQ_272_Lille_Douai_F_20+250_20+300.laz,data/ACQ_272_Lille_Douai/info/ACQ_272_Lille_Douai_F_20+250_20+300_info.txt,ACQ_272_Lille_Douai_F_20+250_20+300.laz,ACQ_272_Lille_Douai_F_20+250_20+300_info.txt,7686090,1220615,1.2,3,1702140.144,9260054.791,27.751,1702291.884,9260236.336,79.023,22731.846211,22734.205929,"{""0"":{""count"":121784,""label"":""Unclassified""},""1"":{""count"":738727,""label"":""Ground""},""2"":{""count"":270234,""label"":""Vegetation""},""3"":{""count"":2132,""label"":""Building""},""4"":{""count"":10392,""label"":""Catenary pole""},""5"":{""count"":49819,""label"":""Rail""},""7"":{""count"":27527,""label"":""Catenary wire""}}"
959,train,ACQ_272_Lille_Douai,data/ACQ_272_Lille_Douai/cloud/ACQ_272_Lille_Douai_F_20+300_20+350.laz,data/ACQ_272_Lille_Douai/info/ACQ_272_Lille_Douai_F_20+300_20+350_info.txt,ACQ_272_Lille_Douai_F_20+300_20+350.laz,ACQ_272_Lille_Douai_F_20+300_20+350_info.txt,7808305,1238387,1.2,3,1702138.718,9260108.986,27.782,1702322.094,9260284.961,49.872,22734.206054,22736.565080,"{""0"":{""count"":117529,""label"":""Unclassified""},""1"":{""count"":841710,""label"":""Ground""},""2"":{""count"":173729,""label"":""Vegetation""},""3"":{""count"":3219,""label"":""Building""},""4"":{""count"":16417,""label"":""Catenary pole""},""5"":{""count"":53411,""label"":""Rail""},""7"":{""count"":32372,""label"":""Catenary wire""}}"
960,train,ACQ_272_Lille_Douai,data/ACQ_272_Lille_Douai/cloud/ACQ_272_Lille_Douai_F_20+350_20+400.laz,data/ACQ_272_Lille_Douai/info/ACQ_272_Lille_Douai_F_20+350_20+400_info.txt,ACQ_272_Lille_Douai_F_20+350_20+400.laz,ACQ_272_Lille_Douai_F_20+350_20+400_info.txt,7616355,1227641,1.2,3,1702133.749,9260175.045,28.094,1702322.620,9260314.950,50.227,22736.565084,22738.922869,"{""0"":{""count"":129222,""label"":""Unclassified""},""1"":{""count"":786864,""label"":""Ground""},""2"":{""count"":209165,""label"":""Vegetation""},""4"":{""count"":10960,""label"":""Catenary pole""},""5"":{""count"":55980,""label"":""Rail""},""7"":{""count"":35450,""label"":""Catenary wire""}}"
961,train,ACQ_272_Lille_Douai,data/ACQ_272_Lille_Douai/cloud/ACQ_272_Lille_Douai_F_20+400_20+450.laz,data/ACQ_272_Lille_Douai/info/ACQ_272_Lille_Douai_F_20+400_20+450_info.txt,ACQ_272_Lille_Douai_F_20+400_20+450.laz,ACQ_272_Lille_Douai_F_20+400_20+450_info.txt,7855294,1251702,1.2,3,1702203.146,9260231.159,29.405,1702322.881,9260353.042,47.664,22738.922878,22741.278915,"{""0"":{""count"":130573,""label"":""Unclassified""},""1"":{""count"":845586,""label"":""Ground""},""2"":{""count"":142053,""label"":""Vegetation""},""4"":{""count"":22042,""label"":""Catenary pole""},""5"":{""count"":76873,""label"":""Rail""},""7"":{""count"":34575,""label"":""Catenary wire""}}"
962,train,ACQ_272_Lille_Douai,data/ACQ_272_Lille_Douai/cloud/ACQ_272_Lille_Douai_F_20+450_20+500.laz,data/ACQ_272_Lille_Douai/info/ACQ_272_Lille_Douai_F_20+450_20+500_info.txt,ACQ_272_Lille_Douai_F_20+450_20+500.laz,ACQ_272_Lille_Douai_F_20+450_20+500_info.txt,7564608,1201412,1.2,3,1702194.838,9260257.795,29.471,1702339.714,9260402.964,46.908,22741.278919,22743.634643,"{""0"":{""count"":112547,""label"":""Unclassified""},""1"":{""count"":850515,""label"":""Ground""},""2"":{""count"":137368,""label"":""Vegetation""},""4"":{""count"":20447,""label"":""Catenary pole""},""5"":{""count"":57111,""label"":""Rail""},""7"":{""count"":23424,""label"":""Catenary wire""}}"
963,valid,ACQ_272_Lille_Douai,data/ACQ_272_Lille_Douai/cloud/ACQ_272_Lille_Douai_F_20+500_20+550.laz,data/ACQ_272_Lille_Douai/info/ACQ_272_Lille_Douai_F_20+500_20+550_info.txt,ACQ_272_Lille_Douai_F_20+500_20+550.laz,ACQ_272_Lille_Douai_F_20+500_20+550_info.txt,7361596,1175786,1.2,3,1702224.020,9260317.893,29.385,1702376.698,9260461.380,71.288,22743.634707,22745.988279,"{""0"":{""count"":118034,""label"":""Unclassified""},""1"":{""count"":782613,""label"":""Ground""},""2"":{""count"":192589,""label"":""Vegetation""},""4"":{""count"":13525,""label"":""Catenary pole""},""5"":{""count"":50296,""label"":""Rail""},""7"":{""count"":18729,""label"":""Catenary wire""}}"
964,train,ACQ_272_Lille_Douai,data/ACQ_272_Lille_Douai/cloud/ACQ_272_Lille_Douai_F_20+550_20+600.laz,data/ACQ_272_Lille_Douai/info/ACQ_272_Lille_Douai_F_20+550_20+600_info.txt,ACQ_272_Lille_Douai_F_20+550_20+600.laz,ACQ_272_Lille_Douai_F_20+550_20+600_info.txt,7504940,1203564,1.2,3,1702231.383,9260350.420,29.102,1702389.252,9260492.721,70.802,22745.988283,22748.340614,"{""0"":{""count"":128208,""label"":""Unclassified""},""1"":{""count"":833490,""label"":""Ground""},""2"":{""count"":168992,""label"":""Vegetation""},""4"":{""count"":8167,""label"":""Catenary pole""},""5"":{""count"":46457,""label"":""Rail""},""7"":{""count"":18250,""label"":""Catenary wire""}}"
965,train,ACQ_272_Lille_Douai,data/ACQ_272_Lille_Douai/cloud/ACQ_272_Lille_Douai_F_20+600_20+650.laz,data/ACQ_272_Lille_Douai/info/ACQ_272_Lille_Douai_F_20+600_20+650_info.txt,ACQ_272_Lille_Douai_F_20+600_20+650.laz,ACQ_272_Lille_Douai_F_20+600_20+650_info.txt,7394387,1200038,1.2,3,1702259.963,9260407.004,29.567,1702409.803,9260553.534,71.447,22748.340616,22750.696690,"{""0"":{""count"":99496,""label"":""Unclassified""},""1"":{""count"":818625,""label"":""Ground""},""2"":{""count"":200957,""label"":""Vegetation""},""4"":{""count"":8806,""label"":""Catenary pole""},""5"":{""count"":50996,""label"":""Rail""},""7"":{""count"":21158,""label"":""Catenary wire""}}"
966,train,ACQ_272_Lille_Douai,data/ACQ_272_Lille_Douai/cloud/ACQ_272_Lille_Douai_F_20+650_20+700.laz,data/ACQ_272_Lille_Douai/info/ACQ_272_Lille_Douai_F_20+650_20+700_info.txt,ACQ_272_Lille_Douai_F_20+650_20+700.laz,ACQ_272_Lille_Douai_F_20+650_20+700_info.txt,7650039,1202036,1.2,3,1702279.515,9260449.504,29.674,1702424.764,9260601.301,72.277,22750.696697,22753.056783,"{""0"":{""count"":125777,""label"":""Unclassified""},""1"":{""count"":809076,""label"":""Ground""},""2"":{""count"":175522,""label"":""Vegetation""},""4"":{""count"":11461,""label"":""Catenary pole""},""5"":{""count"":49684,""label"":""Rail""},""7"":{""count"":30516,""label"":""Catenary wire""}}"
967,train,ACQ_272_Lille_Douai,data/ACQ_272_Lille_Douai/cloud/ACQ_272_Lille_Douai_F_20+700_20+750.laz,data/ACQ_272_Lille_Douai/info/ACQ_272_Lille_Douai_F_20+700_20+750_info.txt,ACQ_272_Lille_Douai_F_20+700_20+750.laz,ACQ_272_Lille_Douai_F_20+700_20+750_info.txt,7316666,1191224,1.2,3,1702295.628,9260496.172,29.863,1702452.560,9260643.219,45.737,22753.056793,22755.420851,"{""0"":{""count"":98953,""label"":""Unclassified""},""1"":{""count"":826313,""label"":""Ground""},""2"":{""count"":167127,""label"":""Vegetation""},""4"":{""count"":13801,""label"":""Catenary pole""},""5"":{""count"":50056,""label"":""Rail""},""7"":{""count"":34974,""label"":""Catenary wire""}}"
968,valid,ACQ_272_Lille_Douai,data/ACQ_272_Lille_Douai/cloud/ACQ_272_Lille_Douai_F_20+750_20+800.laz,data/ACQ_272_Lille_Douai/info/ACQ_272_Lille_Douai_F_20+750_20+800_info.txt,ACQ_272_Lille_Douai_F_20+750_20+800.laz,ACQ_272_Lille_Douai_F_20+750_20+800_info.txt,7635621,1212350,1.2,3,1702294.819,9260550.324,29.786,1702464.617,9260699.854,70.075,22755.420853,22757.789491,"{""0"":{""count"":88720,""label"":""Unclassified""},""1"":{""count"":863618,""label"":""Ground""},""2"":{""count"":160285,""label"":""Vegetation""},""4"":{""count"":14083,""label"":""Catenary pole""},""5"":{""count"":50139,""label"":""Rail""},""7"":{""count"":35505,""label"":""Catenary wire""}}"
969,valid,ACQ_272_Lille_Douai,data/ACQ_272_Lille_Douai/cloud/ACQ_272_Lille_Douai_F_20+800_20+850.laz,data/ACQ_272_Lille_Douai/info/ACQ_272_Lille_Douai_F_20+800_20+850_info.txt,ACQ_272_Lille_Douai_F_20+800_20+850.laz,ACQ_272_Lille_Douai_F_20+800_20+850_info.txt,7271221,1170951,1.2,3,1702335.408,9260594.450,29.934,1702471.831,9260740.360,70.634,22757.789601,22760.162385,"{""0"":{""count"":94960,""label"":""Unclassified""},""1"":{""count"":756702,""label"":""Ground""},""2"":{""count"":235423,""label"":""Vegetation""},""4"":{""count"":8915,""label"":""Catenary pole""},""5"":{""count"":49941,""label"":""Rail""},""7"":{""count"":25010,""label"":""Catenary wire""}}"
970,train,ACQ_272_Lille_Douai,data/ACQ_272_Lille_Douai/cloud/ACQ_272_Lille_Douai_F_20+850_20+900.laz,data/ACQ_272_Lille_Douai/info/ACQ_272_Lille_Douai_F_20+850_20+900_info.txt,ACQ_272_Lille_Douai_F_20+850_20+900.laz,ACQ_272_Lille_Douai_F_20+850_20+900_info.txt,7018489,1142228,1.2,3,1702347.052,9260628.013,29.964,1702471.644,9260794.306,49.369,22760.162413,22762.535104,"{""0"":{""count"":99598,""label"":""Unclassified""},""1"":{""count"":741838,""label"":""Ground""},""2"":{""count"":229102,""label"":""Vegetation""},""4"":{""count"":3220,""label"":""Catenary pole""},""5"":{""count"":49898,""label"":""Rail""},""7"":{""count"":18572,""label"":""Catenary wire""}}"
971,train,ACQ_272_Lille_Douai,data/ACQ_272_Lille_Douai/cloud/ACQ_272_Lille_Douai_F_20+900_20+950.laz,data/ACQ_272_Lille_Douai/info/ACQ_272_Lille_Douai_F_20+900_20+950_info.txt,ACQ_272_Lille_Douai_F_20+900_20+950.laz,ACQ_272_Lille_Douai_F_20+900_20+950_info.txt,6986243,1148451,1.2,3,1702320.103,9260667.055,29.986,1702512.129,9260868.485,70.529,22762.535110,22764.904123,"{""0"":{""count"":107019,""label"":""Unclassified""},""1"":{""count"":697848,""label"":""Ground""},""2"":{""count"":265899,""label"":""Vegetation""},""4"":{""count"":8417,""label"":""Catenary pole""},""5"":{""count"":49715,""label"":""Rail""},""7"":{""count"":19553,""label"":""Catenary wire""}}"
972,valid,ACQ_272_Lille_Douai,data/ACQ_272_Lille_Douai/cloud/ACQ_272_Lille_Douai_F_20+950_21+000.laz,data/ACQ_272_Lille_Douai/info/ACQ_272_Lille_Douai_F_20+950_21+000_info.txt,ACQ_272_Lille_Douai_F_20+950_21+000.laz,ACQ_272_Lille_Douai_F_20+950_21+000_info.txt,6698937,1124383,1.2,3,1702365.566,9260726.475,30.198,1702516.242,9260904.509,41.137,22764.904133,22767.272867,"{""0"":{""count"":119774,""label"":""Unclassified""},""1"":{""count"":602659,""label"":""Ground""},""2"":{""count"":331799,""label"":""Vegetation""},""4"":{""count"":9240,""label"":""Catenary pole""},""5"":{""count"":40367,""label"":""Rail""},""7"":{""count"":20544,""label"":""Catenary wire""}}"
973,valid,ACQ_272_Lille_Douai,data/ACQ_272_Lille_Douai/cloud/ACQ_272_Lille_Douai_F_21+000_21+050.laz,data/ACQ_272_Lille_Douai/info/ACQ_272_Lille_Douai_F_21+000_21+050_info.txt,ACQ_272_Lille_Douai_F_21+000_21+050.laz,ACQ_272_Lille_Douai_F_21+000_21+050_info.txt,6594793,1194641,1.2,3,1702385.564,9260780.478,30.289,1702531.831,9260928.660,73.873,22767.272970,22769.643430,"{""0"":{""count"":341977,""label"":""Unclassified""},""1"":{""count"":674140,""label"":""Ground""},""2"":{""count"":89376,""label"":""Vegetation""},""3"":{""count"":11560,""label"":""Building""},""4"":{""count"":13405,""label"":""Catenary pole""},""5"":{""count"":43741,""label"":""Rail""},""7"":{""count"":20442,""label"":""Catenary wire""}}"
974,train,ACQ_272_Lille_Douai,data/ACQ_272_Lille_Douai/cloud/ACQ_272_Lille_Douai_F_21+050_21+100.laz,data/ACQ_272_Lille_Douai/info/ACQ_272_Lille_Douai_F_21+050_21+100_info.txt,ACQ_272_Lille_Douai_F_21+050_21+100.laz,ACQ_272_Lille_Douai_F_21+050_21+100_info.txt,6703345,1201590,1.2,3,1702367.704,9260831.621,30.453,1702563.437,9260992.013,75.137,22769.644185,22772.013185,"{""0"":{""count"":393395,""label"":""Unclassified""},""1"":{""count"":680407,""label"":""Ground""},""2"":{""count"":29389,""label"":""Vegetation""},""3"":{""count"":18944,""label"":""Building""},""4"":{""count"":14353,""label"":""Catenary pole""},""5"":{""count"":44604,""label"":""Rail""},""7"":{""count"":20498,""label"":""Catenary wire""}}"
975,train,ACQ_272_Lille_Douai,data/ACQ_272_Lille_Douai/cloud/ACQ_272_Lille_Douai_F_21+100_21+150.laz,data/ACQ_272_Lille_Douai/info/ACQ_272_Lille_Douai_F_21+100_21+150_info.txt,ACQ_272_Lille_Douai_F_21+100_21+150.laz,ACQ_272_Lille_Douai_F_21+100_21+150_info.txt,6353834,1254167,1.2,3,1702401.583,9260869.216,30.342,1702565.723,9261033.582,74.988,22772.013189,22774.385113,"{""0"":{""count"":308141,""label"":""Unclassified""},""1"":{""count"":628714,""label"":""Ground""},""2"":{""count"":40781,""label"":""Vegetation""},""3"":{""count"":218636,""label"":""Building""},""4"":{""count"":8435,""label"":""Catenary pole""},""5"":{""count"":33353,""label"":""Rail""},""7"":{""count"":16107,""label"":""Catenary wire""}}"
976,train,ACQ_272_Lille_Douai,data/ACQ_272_Lille_Douai/cloud/ACQ_272_Lille_Douai_F_21+150_21+200.laz,data/ACQ_272_Lille_Douai/info/ACQ_272_Lille_Douai_F_21+150_21+200_info.txt,ACQ_272_Lille_Douai_F_21+150_21+200.laz,ACQ_272_Lille_Douai_F_21+150_21+200_info.txt,7058015,1281297,1.2,3,1702393.688,9260896.991,30.359,1702596.624,9261077.125,74.745,22774.385114,22776.760745,"{""0"":{""count"":319627,""label"":""Unclassified""},""1"":{""count"":752986,""label"":""Ground""},""2"":{""count"":37809,""label"":""Vegetation""},""3"":{""count"":90669,""label"":""Building""},""4"":{""count"":11286,""label"":""Catenary pole""},""5"":{""count"":42260,""label"":""Rail""},""7"":{""count"":26660,""label"":""Catenary wire""}}"
977,train,ACQ_272_Lille_Douai,data/ACQ_272_Lille_Douai/cloud/ACQ_272_Lille_Douai_F_21+200_21+250.laz,data/ACQ_272_Lille_Douai/info/ACQ_272_Lille_Douai_F_21+200_21+250_info.txt,ACQ_272_Lille_Douai_F_21+200_21+250.laz,ACQ_272_Lille_Douai_F_21+200_21+250_info.txt,7821976,1305036,1.2,3,1702444.771,9260974.318,30.702,1702609.943,9261126.435,46.490,22776.760750,22779.139070,"{""0"":{""count"":153254,""label"":""Unclassified""},""1"":{""count"":907601,""label"":""Ground""},""2"":{""count"":67763,""label"":""Vegetation""},""3"":{""count"":76020,""label"":""Building""},""4"":{""count"":17121,""label"":""Catenary pole""},""5"":{""count"":44703,""label"":""Rail""},""7"":{""count"":38574,""label"":""Catenary wire""}}"
978,test,ACQ_272_Lille_Douai,data/ACQ_272_Lille_Douai/cloud/ACQ_272_Lille_Douai_F_21+250_21+300.laz,data/ACQ_272_Lille_Douai/info/ACQ_272_Lille_Douai_F_21+250_21+300_info.txt,ACQ_272_Lille_Douai_F_21+250_21+300.laz,ACQ_272_Lille_Douai_F_21+250_21+300_info.txt,8224850,1345730,1.2,3,1702455.754,9260994.933,30.667,1702592.717,9261212.380,47.603,22779.139077,22781.519597,"{""0"":{""count"":129371,""label"":""Unclassified""},""1"":{""count"":917738,""label"":""Ground""},""2"":{""count"":87677,""label"":""Vegetation""},""3"":{""count"":90506,""label"":""Building""},""4"":{""count"":19350,""label"":""Catenary pole""},""5"":{""count"":55922,""label"":""Rail""},""7"":{""count"":45166,""label"":""Catenary wire""}}"
979,train,ACQ_272_Lille_Douai,data/ACQ_272_Lille_Douai/cloud/ACQ_272_Lille_Douai_F_21+300_21+350.laz,data/ACQ_272_Lille_Douai/info/ACQ_272_Lille_Douai_F_21+300_21+350_info.txt,ACQ_272_Lille_Douai_F_21+300_21+350.laz,ACQ_272_Lille_Douai_F_21+300_21+350_info.txt,8707082,1405893,1.2,3,1702468.733,9261021.551,30.588,1702620.016,9261215.848,83.313,22781.519602,22783.902063,"{""0"":{""count"":96735,""label"":""Unclassified""},""1"":{""count"":898275,""label"":""Ground""},""2"":{""count"":161367,""label"":""Vegetation""},""3"":{""count"":122769,""label"":""Building""},""4"":{""count"":18782,""label"":""Catenary pole""},""5"":{""count"":65506,""label"":""Rail""},""7"":{""count"":42459,""label"":""Catenary wire""}}"
980,valid,ACQ_272_Lille_Douai,data/ACQ_272_Lille_Douai/cloud/ACQ_272_Lille_Douai_F_21+350_21+400.laz,data/ACQ_272_Lille_Douai/info/ACQ_272_Lille_Douai_F_21+350_21+400_info.txt,ACQ_272_Lille_Douai_F_21+350_21+400.laz,ACQ_272_Lille_Douai_F_21+350_21+400_info.txt,8116374,1332992,1.2,3,1702506.087,9261118.899,30.939,1702641.192,9261284.918,70.705,22783.902072,22786.285814,"{""0"":{""count"":89589,""label"":""Unclassified""},""1"":{""count"":863452,""label"":""Ground""},""2"":{""count"":150177,""label"":""Vegetation""},""3"":{""count"":108443,""label"":""Building""},""4"":{""count"":7596,""label"":""Catenary pole""},""5"":{""count"":78548,""label"":""Rail""},""7"":{""count"":35187,""label"":""Catenary wire""}}"
981,train,ACQ_272_Lille_Douai,data/ACQ_272_Lille_Douai/cloud/ACQ_272_Lille_Douai_F_21+400_21+450.laz,data/ACQ_272_Lille_Douai/info/ACQ_272_Lille_Douai_F_21+400_21+450_info.txt,ACQ_272_Lille_Douai_F_21+400_21+450.laz,ACQ_272_Lille_Douai_F_21+400_21+450_info.txt,8145947,1320428,1.2,3,1702515.977,9261119.025,31.223,1702642.800,9261356.122,55.573,22786.285817,22788.675381,"{""0"":{""count"":142220,""label"":""Unclassified""},""1"":{""count"":764288,""label"":""Ground""},""2"":{""count"":264242,""label"":""Vegetation""},""3"":{""count"":50491,""label"":""Building""},""4"":{""count"":16461,""label"":""Catenary pole""},""5"":{""count"":57166,""label"":""Rail""},""7"":{""count"":25560,""label"":""Catenary wire""}}"
